"x"
-5
-2
-4
-5
-3
-1
-1
-1
1
1
-1
-6
-10
-8
-6
-6
-9
-9
-6
-4
-4
-1
2
-1
-5
-3
-3
-8
-11
-12
-9
-5
-3
-3
-2
2
2
1
0
-2
-3
-5
-5
-3
-3
-8
-7
-3
-4
-7
-6
-3
1
2
-3
-4
0
0
-1
-1
2
-1
-4
-6
-10
-12
-10
-9
-10
-7
-3
0
-1
-4
-4
-6
-7
-12
-17
-19
-18
-20
-17
-12
-9
-7
-7
-7
-12
-17
-18
-19
-18
-17
-15
-11
-12
-11
-4
2
1
-4
-1
6
13
17
14
8
8
6
2
-2
-2
0
-1
-1
3
5
3
0
-4
-11
-13
-10
-8
-7
-4
0
4
8
8
9
13
11
6
4
6
8
5
7
14
13
12
14
14
11
7
2
3
9
8
5
7
12
13
13
12
11
8
9
6
4
7
9
6
3
5
10
11
10
10
7
7
10
9
7
7
9
5
2
7
11
8
7
3
5
10
12
13
14
11
11
13
13
9
5
5
7
7
4
4
7
4
-3
-4
2
5
2
3
5
6
2
-4
-3
-1
-1
0
0
0
2
1
2
8
8
3
1
1
1
-2
-7
-7
-5
-3
-2
-1
-1
0
-2
-2
-3
-3
-4
-3
-2
-4
-5
-1
0
0
-2
-2
0
0
0
4
2
-1
-1
-1
-4
-5
-2
0
-2
-4
-3
0
0
0
-1
-4
-5
-5
-10
-17
-17
-16
-16
-21
-22
-23
-26
-28
-29
-33
-30
-27
-22
-15
-9
-5
-4
-7
-6
-12
-18
-20
-26
-30
-29
-23
-16
-12
-13
-11
-10
-10
-12
-10
-6
-7
-11
-15
-21
-21
-14
-7
-2
4
5
-2
-7
-11
-14
-17
-14
-8
-3
-2
-3
1
1
2
5
7
9
10
9
6
4
5
9
14
20
25
30
31
31
30
32
36
45
59
73
86
87
84
81
78
69
57
45
31
17
9
5
2
11
21
27
36
43
44
37
26
10
-9
-20
-22
-29
-43
-43
-36
-22
-10
-6
-1
6
7
5
0
-4
-9
-20
-29
-34
-42
-51
-51
-52
-58
-62
-69
-80
-82
-76
-66
-54
-46
-36
-26
-19
-18
-19
-19
-16
-7
-4
-7
-4
-2
-1
1
14
21
21
26
30
26
6
-11
-30
-48
-48
-44
-43
-45
-41
-32
-17
-2
1
2
6
8
9
6
2
3
4
-2
-1
5
14
16
15
20
26
26
21
17
8
-5
-11
-18
-17
-9
-13
-37
-53
-49
-40
-37
-38
-36
-21
-5
6
9
14
14
4
-4
-7
-1
-2
-10
-16
-27
-32
-31
-13
60
250
573
905
832
-379
-3367
-8124
-13756
-18570
-20646
-18749
-13252
-6200
-128
3476
5062
6034
7124
8853
12083
17113
22777
25875
22905
12981
-1754
-17023
-26661
-28525
-24654
-15558
-4718
3815
9468
11736
10634
8311
7307
7073
6672
6506
6591
7400
8665
9350
8816
6254
1713
-3339
-7240
-8633
-6595
-1932
2955
6660
9140
10386
10507
9258
6003
1170
-3672
-6624
-6225
-2697
1598
4225
4791
4089
3012
1967
1247
984
-3
-2452
-4766
-5265
-4010
-2292
-1502
-2183
-4182
-6560
-7833
-6427
-2166
3380
9178
14387
17553
17842
14556
7935
560
-5565
-10029
-12278
-12681
-12398
-11973
-11099
-8570
-3941
1354
4226
2687
-1742
-6160
-8516
-7966
-4671
306
5751
10133
11353
9034
4444
-1186
-6643
-11022
-13632
-13572
-10554
-5796
-1197
1824
2726
2064
572
-1799
-4814
-7176
-7871
-6839
-4771
-2379
-247
978
1503
946
-862
-2410
-2383
-413
2432
4345
4644
3639
1715
-397
-1805
-1984
-1060
315
1451
1518
728
272
327
173
-928
-2831
-4346
-4777
-4276
-2789
-209
2796
5185
6315
6134
5002
3409
1744
46
-1712
-2936
-2954
-1829
-133
1382
1811
759
-1067
-2111
-1101
1400
3782
5013
4634
2832
531
-1051
-1385
-921
-145
665
1536
2252
1867
85
-1695
-1926
-696
791
1708
2250
2607
2667
2354
1773
1418
1235
621
-805
-2646
-3602
-2759
-581
1631
2922
3235
2989
2310
1093
-403
-1648
-2028
-1317
109
1615
2183
1161
-673
-1868
-2021
-1740
-1428
-922
-118
641
1207
1770
2276
2187
1164
-291
-1340
-1584
-1218
-704
-264
165
416
181
-556
-1400
-1573
-630
1025
2414
2751
2168
1250
337
-419
-818
-627
-80
273
538
908
855
83
-985
-1816
-2211
-2217
-1692
-446
1372
3232
4613
5087
4157
1938
-675
-2647
-3245
-2648
-1614
-545
304
522
76
-488
-297
990
2425
2804
1940
508
-700
-1296
-1502
-1713
-1669
-904
495
2128
3486
4183
4009
2659
361
-2025
-3556
-3676
-2733
-1462
-416
354
1021
1481
1586
1256
951
1147
1361
849
-327
-1531
-2336
-2605
-2418
-1885
-1140
-444
157
732
1236
1519
1337
568
-554
-1552
-2029
-1795
-895
205
834
764
312
-181
-745
-1367
-1748
-1705
-1385
-1139
-1039
-797
-455
-258
-325
